student_id,gender,district,employment_status,education_level,monthly_income_rwf,internet_access,smartphone_owner,date_of_birth
STU015730,Male,Nyanza,Self-employed,University,30000,Yes,Yes,1996-01-31
STU045230,Female,Muhanga,Student,Secondary,240000,No,Yes,2003-06-06
STU023381,Male,Gisagara,Student,Primary,630000,No,Yes,1994-06-06
STU036117,Male,Gasabo,Student,Secondary,80000,No,Yes,1996-08-25
STU005987,Female,Nyamasheke,Self-employed,None,620000,No,Yes,2006-08-05
STU004032,Male,Kicukiro,Student,Primary,,Yes,Yes,1996-06-29
STU041777,Male,Nyaruguru,Unemployed,Secondary,70000,Yes,Yes,1991-12-03
STU027610,Male,Rulindo,Student,Primary,170000,Yes,Yes,2001-03-27
STU046000,Male,Nyamasheke,Employed,Secondary,230000,No,No,1990-08-13
STU039500,Female,Gicumbi,Student,Primary,540000,Yes,Yes,1992-01-15
STU030925,Male,Karongi,Unemployed,None,610000,No,Yes,2006-06-16
STU014324,Female,Rutsiro,Unemployed,Secondary,690000,Yes,Yes,1995-09-06
STU007000,Female,Rubavu,Student,,330000,Yes,Yes,2001-02-11
STU024390,Male,Rusizi,Unemployed,University,310000,No,Yes,1992-12-05
STU022293,Female,Rutsiro,Unemployed,Secondary,270000,Yes,Yes,1992-07-07
STU004303,Male,Kamonyi,Student,Secondary,580000,Yes,Yes,2006-12-15
STU028551,Male,Rusizi,Self-employed,None,720000,Yes,Yes,1993-07-26
STU018429,Female,Rwamagana,Employed,Secondary,,Yes,Yes,2004-12-09
STU043072,Female,Kamonyi,Unemployed,Secondary,630000,No,Yes,2005-06-28
STU029784,Male,Huye,Employed,Primary,330000,Yes,Yes,1999-01-11
STU000982,Female,Kayonza,Student,Primary,900000,No,No,2001-06-30
STU048359,Female,Nyagatare,Self-employed,Primary,970000,Yes,Yes,2006-11-28
STU011958,Female,Kamonyi,Student,Secondary,790000,Yes,Yes,2006-10-08
STU048956,Female,Rulindo,Self-employed,None,680000,Yes,Yes,1990-09-16
STU037023,Male,Nyanza,Self-employed,Secondary,110000,No,Yes,2003-06-17
STU004742,Female,Gicumbi,Self-employed,Secondary,950000,Yes,No,1998-03-30
STU024329,Female,Rusizi,Student,Primary,170000,No,Yes,2002-12-26
STU001845,Male,Gasabo,Unemployed,Primary,340000,Yes,Yes,2004-12-22
STU021379,Female,Ngororero,Employed,Primary,490000,Yes,Yes,2006-04-10
STU040771,Male,Nyagatare,Self-employed,Primary,560000,No,Yes,1993-10-17
STU035515,Female,Bugesera,Unemployed,Primary,810000,Yes,Yes,1999-10-08
STU003689,Female,Ngororero,Unemployed,Secondary,360000,Yes,Yes,1997-08-30
STU048228,Female,Gicumbi,Employed,Secondary,410000,No,Yes,2004-11-08
STU009384,Male,Rubavu,Student,Secondary,130000,Yes,Yes,1991-03-24
STU045120,Male,Burera,Unemployed,Secondary,270000,Yes,Yes,2005-11-06
STU043249,Female,Huye,Student,University,490000,Yes,No,2001-08-08
STU044191,Female,Ngoma,Student,Primary,710000,Yes,No,2003-09-17
STU046615,Female,Rusizi,Unemployed,Secondary,280000,Yes,Yes,1997-02-17
STU011226,Male,Muhanga,Self-employed,Secondary,360000,No,Yes,1999-06-18
STU001624,Female,Karongi,Self-employed,,280000,No,Yes,1997-11-17
STU044691,Female,Rubavu,Employed,Secondary,160000,Yes,Yes,1990-07-31
STU015583,Female,Ngororero,Employed,,640000,No,Yes,1991-06-28
STU030695,Male,Rulindo,Self-employed,Primary,650000,Yes,Yes,1996-02-18
STU045042,Male,Ngororero,Employed,University,710000,Yes,Yes,2007-05-02
STU033192,Male,Rulindo,Student,Primary,690000,Yes,Yes,1993-09-08
STU012475,Female,Gasabo,Self-employed,Secondary,580000,Yes,Yes,2001-06-17
STU046485,Female,Gicumbi,Student,Secondary,200000,Yes,Yes,1993-04-05
STU018837,Male,Rulindo,Student,None,90000,No,No,2000-02-14
STU046895,Female,Rulindo,Unemployed,Primary,,Yes,No,1997-05-01
STU011536,Female,Rubavu,Employed,Primary,160000,Yes,Yes,2005-12-01
STU025917,Female,Nyanza,Self-employed,Primary,840000,Yes,Yes,2003-07-18
STU013208,Female,Nyarugenge,Student,Primary,220000,Yes,Yes,1995-05-10
STU030375,Male,Ngororero,Unemployed,Primary,10000,No,Yes,1990-10-23
STU009362,Male,Gisagara,Self-employed,None,120000,Yes,Yes,2000-11-13
STU034270,Male,Nyarugenge,Student,Secondary,60000,No,Yes,1991-04-25
STU021941,Male,Kicukiro,Student,Secondary,600000,No,Yes,2000-03-25
STU031145,Male,Bugesera,Self-employed,University,260000,Yes,Yes,2004-10-17
STU042279,Female,Nyabihu,Unemployed,Primary,300000,No,Yes,2000-09-12
STU024603,Female,Rubavu,Unemployed,Secondary,20000,Yes,Yes,1996-08-11
STU023829,Female,Gisagara,Student,,700000,Yes,No,2001-11-17
STU042977,Female,Burera,Self-employed,,210000,Yes,Yes,1991-03-08
STU020083,Female,Karongi,Employed,None,480000,Yes,No,1994-06-16
STU003754,Female,Rwamagana,Employed,Secondary,140000,Yes,Yes,1995-09-15
STU039996,Male,Musanze,Employed,Primary,790000,Yes,Yes,2004-06-22
STU035275,Female,Rutsiro,Self-employed,Secondary,130000,Yes,Yes,2004-01-13
STU044183,Male,Gasabo,Self-employed,University,300000,Yes,Yes,1999-03-09
STU019652,Male,Nyabihu,Self-employed,Secondary,380000,No,Yes,2004-03-22
STU042154,Male,Gisagara,Self-employed,University,990000,No,Yes,2001-06-02
STU000100,Male,Nyabihu,Student,Secondary,790000,Yes,Yes,2003-05-02
STU022486,Male,Karongi,Self-employed,Secondary,720000,Yes,Yes,1990-07-23
STU015814,Female,Rusizi,Employed,University,380000,Yes,No,2002-09-01
STU003576,Female,Gakenke,Unemployed,University,470000,Yes,Yes,2006-04-08
STU033564,Female,Nyagatare,Employed,Secondary,50000,Yes,Yes,1995-01-15
STU019671,Male,Ngoma,Unemployed,University,450000,No,Yes,1993-04-30
STU048580,Female,Bugesera,Student,University,950000,Yes,No,1997-10-05
STU018978,Female,Kayonza,Employed,Primary,190000,Yes,Yes,1995-11-26
STU038235,Male,Ngororero,Employed,University,950000,Yes,No,1999-02-07
STU023088,Male,Karongi,Unemployed,,150000,Yes,Yes,1995-11-15
STU043481,Female,Rutsiro,Unemployed,Primary,800000,No,Yes,1994-06-22
STU023880,Male,Kicukiro,Self-employed,Secondary,,No,No,1993-02-20
STU019742,Male,Nyarugenge,Unemployed,,30000,Yes,Yes,2000-10-03
STU011735,Male,Ngororero,Unemployed,,450000,Yes,No,1995-12-24
STU030006,Female,Kamonyi,Student,Secondary,260000,No,Yes,1997-01-20
STU047636,Female,Gicumbi,Employed,Secondary,680000,Yes,Yes,1991-06-10
STU011957,Male,Nyamasheke,Student,Secondary,330000,Yes,Yes,2004-04-03
STU020079,Male,Nyabihu,Student,Primary,510000,No,Yes,1995-03-20
STU028450,Female,Gakenke,Employed,Secondary,70000,Yes,Yes,1993-05-21
STU000819,Male,Rusizi,Student,Primary,830000,Yes,Yes,2002-02-23
STU015134,Female,Rubavu,Unemployed,Secondary,640000,No,Yes,2001-11-12
STU026584,Male,Rubavu,Self-employed,Secondary,450000,Yes,Yes,1998-02-01
STU041848,Female,Rulindo,Student,Primary,880000,Yes,Yes,1999-07-03
STU048171,Female,Bugesera,Self-employed,Primary,290000,Yes,Yes,1999-02-13
STU044918,Female,Rutsiro,Employed,Secondary,260000,Yes,No,2000-10-23
STU003581,Male,Musanze,Student,Primary,300000,Yes,Yes,1992-05-02
STU016935,Female,Nyaruguru,Unemployed,Primary,220000,No,Yes,2000-01-06
STU034186,Female,Kamonyi,Unemployed,Secondary,790000,Yes,Yes,1995-12-21
STU018323,Male,Rutsiro,Self-employed,Primary,70000,Yes,Yes,1997-12-30
STU021367,Male,Kicukiro,Student,Secondary,20000,Yes,Yes,2004-06-03
STU046346,Female,Nyabihu,Student,Secondary,360000,Yes,Yes,2004-03-10
STU011168,Male,Gicumbi,Unemployed,Secondary,160000,Yes,Yes,1998-11-01
STU015267,Male,Ngororero,Unemployed,Secondary,680000,Yes,Yes,1999-05-12
STU031289,Female,Rutsiro,Unemployed,,780000,Yes,Yes,2000-01-17
STU038486,Female,Rwamagana,Unemployed,Primary,870000,Yes,Yes,2003-07-03
STU040793,Female,Rusizi,Self-employed,University,600000,Yes,Yes,1996-06-16
STU039549,Male,Gisagara,Student,Secondary,390000,Yes,Yes,1992-06-27
STU037406,Male,Huye,Student,None,500000,Yes,Yes,1990-10-29
STU038043,Male,Ngoma,Student,Secondary,700000,Yes,Yes,1991-02-22
STU015991,Female,Gisagara,Unemployed,University,800000,Yes,Yes,1997-09-20
STU022331,Male,Gasabo,Employed,Primary,520000,Yes,Yes,1990-10-13
STU024020,Female,Gasabo,Self-employed,Secondary,390000,Yes,Yes,1991-03-12
STU037449,Female,Rutsiro,Self-employed,None,490000,Yes,Yes,2003-10-12
STU001481,Female,Gakenke,Student,Secondary,850000,Yes,Yes,2000-04-15
STU036544,Male,Rulindo,Student,,30000,Yes,Yes,1990-11-22
STU018721,Male,Nyanza,Student,Secondary,1000000,No,Yes,1995-09-30
STU027185,Female,Kayonza,Self-employed,Secondary,420000,Yes,Yes,1996-04-18
STU013627,Female,Rulindo,Student,Primary,420000,No,Yes,1995-06-04
STU027509,Female,Huye,Self-employed,,740000,Yes,Yes,2005-05-19
STU013374,Male,Nyamasheke,Self-employed,Primary,530000,No,Yes,1996-04-19
STU006504,Male,Muhanga,Employed,Secondary,360000,Yes,No,1997-06-14
STU047309,Male,Nyarugenge,Self-employed,,440000,No,Yes,1995-04-20
STU029637,Female,Rubavu,Unemployed,Secondary,30000,Yes,Yes,2004-05-05
STU024557,Male,Ngororero,Unemployed,Secondary,200000,Yes,No,2000-01-19
STU029988,Male,Muhanga,Self-employed,Primary,930000,Yes,Yes,1995-04-20
STU039914,Male,Nyagatare,Student,University,990000,No,Yes,2000-12-05
STU036111,Male,Gasabo,Self-employed,University,410000,No,Yes,1997-04-04
STU004850,Female,Kamonyi,Self-employed,Secondary,290000,Yes,Yes,2002-06-06
STU009289,Male,Gicumbi,Unemployed,Secondary,,No,Yes,1999-10-27
STU005188,Female,Ngoma,Student,Secondary,200000,Yes,Yes,2000-07-28
STU016485,Male,Kamonyi,Self-employed,Secondary,870000,Yes,Yes,1994-07-20
STU005510,Female,Gisagara,Unemployed,,250000,No,Yes,2003-11-25
STU020557,Male,Gasabo,Employed,Secondary,200000,Yes,Yes,1990-07-18
STU029643,Male,Muhanga,Employed,Primary,850000,Yes,No,2001-11-01
STU008197,Female,Karongi,Self-employed,Primary,480000,Yes,No,1991-09-13
STU015251,Female,Nyanza,Self-employed,University,20000,Yes,Yes,2003-12-26
STU015272,Female,Nyarugenge,Self-employed,Secondary,130000,Yes,Yes,2000-07-01
STU036166,Female,Gicumbi,Student,Primary,940000,Yes,Yes,1998-10-22
STU036210,Female,Nyanza,Employed,Secondary,390000,Yes,No,2005-01-20
STU004957,Female,Muhanga,Unemployed,Secondary,810000,Yes,Yes,1996-07-19
STU028984,Male,Karongi,Self-employed,Secondary,960000,Yes,Yes,2004-11-05
STU045992,Male,Nyarugenge,Self-employed,Secondary,580000,Yes,Yes,1992-05-10
STU003338,Male,Nyabihu,Student,University,810000,No,Yes,2006-10-14
STU016414,Female,Ngoma,Employed,Secondary,270000,No,Yes,1994-11-23
STU026106,Female,Burera,Unemployed,Secondary,,Yes,Yes,1997-08-28
STU007084,Female,Muhanga,Self-employed,Secondary,230000,Yes,Yes,1999-11-14
STU005343,Male,Gicumbi,Self-employed,Primary,890000,No,Yes,1997-04-20
STU029904,Female,Huye,Unemployed,Secondary,200000,No,Yes,1995-12-26
STU001901,Male,Gicumbi,Self-employed,Secondary,440000,Yes,Yes,1995-06-24
STU008670,Female,Gisagara,Self-employed,Secondary,710000,Yes,Yes,1991-06-20
STU013625,Male,Nyabihu,Unemployed,University,900000,Yes,Yes,2005-11-18
STU047666,Female,Karongi,Unemployed,Primary,960000,Yes,Yes,1990-09-02
STU022265,Male,Musanze,Employed,Secondary,430000,Yes,Yes,2006-11-03
STU020253,Female,Musanze,Student,Secondary,520000,Yes,No,2004-02-25
STU016038,Male,Ngoma,Unemployed,None,820000,Yes,No,1990-11-29
STU019611,Female,Kamonyi,Employed,Primary,700000,No,No,2002-01-06
STU031238,Male,Rubavu,Student,Primary,60000,Yes,Yes,1993-10-12
STU003171,Male,Gisagara,Employed,,440000,Yes,No,2004-11-12
STU033597,Male,Ngororero,Self-employed,University,780000,No,Yes,1993-08-07
STU029458,Female,Rulindo,Employed,Secondary,40000,Yes,Yes,1991-07-06
STU044720,Male,Gisagara,Self-employed,Secondary,470000,Yes,Yes,2000-09-05
STU033901,Female,Nyanza,Student,Primary,780000,Yes,No,1995-02-19
STU004495,Male,Burera,Employed,Primary,470000,Yes,Yes,2003-09-02
STU045763,Male,Rutsiro,Unemployed,Secondary,790000,No,Yes,2006-07-08
STU048397,Female,Nyamasheke,Student,Primary,240000,No,Yes,2006-04-15
STU048361,Male,Rulindo,Unemployed,Primary,500000,No,Yes,1994-07-30
STU016879,Male,Burera,Student,Primary,250000,Yes,Yes,1995-03-17
STU027028,Male,Nyaruguru,Unemployed,Secondary,70000,Yes,No,2002-04-30
STU021363,Female,Nyaruguru,Employed,Secondary,430000,Yes,Yes,2003-08-11
STU014836,Female,Rubavu,Unemployed,Secondary,40000,Yes,No,1999-01-05
STU023901,Male,Nyabihu,Employed,Secondary,860000,Yes,Yes,1994-05-08
STU039084,Male,Rubavu,Unemployed,Secondary,,No,Yes,1993-05-07
STU001425,Female,Bugesera,Student,,80000,Yes,Yes,1998-06-27
STU016472,Male,Bugesera,Student,Secondary,570000,Yes,Yes,2001-08-10
STU038663,Male,Karongi,Unemployed,Primary,730000,No,Yes,1993-09-20
STU039672,Male,Rusizi,Employed,Primary,220000,Yes,Yes,1994-05-23
STU007978,Female,Nyamasheke,Student,None,810000,Yes,Yes,1999-10-22
STU030305,Male,Muhanga,Student,Secondary,280000,Yes,No,1998-10-12
STU021467,Female,Kayonza,Self-employed,Primary,800000,Yes,Yes,1995-03-23
STU040266,Male,Rutsiro,Self-employed,University,,Yes,Yes,2002-05-21
STU005792,Female,Rubavu,Employed,None,180000,Yes,Yes,2000-03-06
STU009247,Male,Musanze,Unemployed,University,120000,Yes,Yes,1998-01-14
STU022865,Male,Nyabihu,Student,University,250000,Yes,No,1998-11-09
STU041665,Female,Rusizi,Self-employed,,380000,Yes,Yes,1995-05-27
STU034829,Male,Huye,Employed,Secondary,340000,Yes,Yes,2002-08-18
STU031074,Male,Rubavu,Self-employed,Primary,460000,Yes,Yes,1992-06-02
STU038066,Male,Kamonyi,Employed,Secondary,530000,Yes,No,2006-08-31
STU033040,Female,Gasabo,Unemployed,Secondary,70000,Yes,No,1994-07-15
STU034634,Male,Kayonza,Employed,Secondary,570000,No,Yes,2001-03-22
STU002460,Male,Huye,Unemployed,University,680000,No,Yes,1992-07-13
STU046057,Female,Nyabihu,Employed,Primary,800000,Yes,Yes,1992-12-05
STU007672,Male,Nyagatare,Self-employed,University,690000,Yes,No,1997-11-26
STU002844,Female,Bugesera,Self-employed,Secondary,280000,Yes,Yes,2002-05-05
STU048038,Male,Burera,Student,Primary,520000,No,Yes,1995-10-28
STU004918,Female,Rulindo,Student,Secondary,320000,Yes,Yes,2002-12-03
STU008903,Male,Rubavu,Self-employed,Secondary,310000,No,No,2006-12-27
STU040329,Male,Karongi,Employed,Secondary,240000,No,Yes,1997-10-15
STU046779,Female,Muhanga,Unemployed,Secondary,410000,Yes,Yes,2006-10-13
STU008683,Female,Kayonza,Employed,Secondary,160000,No,Yes,1992-05-20
STU024903,Female,Gicumbi,Employed,University,740000,Yes,Yes,1994-10-06
STU002696,Female,Kayonza,Self-employed,Primary,690000,Yes,Yes,1994-10-14
STU014825,Male,Nyamasheke,Self-employed,None,280000,Yes,Yes,2007-02-27
STU042266,Male,Kamonyi,Unemployed,Primary,620000,Yes,Yes,2006-11-03
STU005153,Female,Gisagara,Self-employed,Primary,330000,Yes,Yes,2004-12-18
STU008442,Female,Karongi,Unemployed,None,970000,No,Yes,2004-06-18
STU030266,Male,Ngoma,Self-employed,University,930000,Yes,Yes,2003-11-27
STU035635,Male,Kayonza,Unemployed,Primary,880000,No,Yes,2005-05-26
STU044385,Female,Muhanga,Student,Secondary,430000,Yes,Yes,1999-08-03
STU031753,Female,Kamonyi,Student,Secondary,180000,Yes,Yes,2001-07-06
STU023161,Female,Kamonyi,Self-employed,Secondary,770000,Yes,No,1998-11-13
STU010280,Female,Rubavu,Self-employed,,670000,Yes,No,2002-05-22
STU044289,Female,Gakenke,Student,University,380000,Yes,Yes,2001-04-24
STU017282,Female,Karongi,Employed,Primary,820000,Yes,Yes,2000-12-31
STU023780,Female,Gasabo,Unemployed,University,610000,Yes,Yes,1997-01-08
STU037376,Male,Nyarugenge,Employed,University,490000,Yes,No,1997-07-14
STU014044,Male,Huye,Unemployed,Primary,70000,Yes,Yes,1995-06-04
STU016659,Female,Gakenke,Employed,Primary,690000,Yes,No,2005-11-11
STU022853,Female,Nyagatare,Student,Secondary,330000,Yes,No,1996-01-07
STU032480,Female,Rulindo,Employed,Primary,360000,Yes,Yes,1995-09-29
STU047990,Female,Nyaruguru,Unemployed,Primary,120000,No,Yes,2001-02-15
STU019396,Female,Nyanza,Self-employed,Primary,10000,Yes,Yes,1991-09-13
STU004868,Female,Bugesera,Employed,University,160000,Yes,No,1992-03-24
STU012375,Male,Ngoma,Student,Secondary,380000,No,No,1990-08-25
STU025789,Female,Rusizi,Student,Primary,750000,Yes,Yes,2005-05-01
STU037038,Female,Gakenke,Self-employed,University,120000,No,Yes,2004-07-21
STU030820,Male,Nyanza,Employed,University,40000,Yes,Yes,2004-10-27
STU047915,Female,Kamonyi,Self-employed,Secondary,280000,No,Yes,2003-09-29
STU037782,Female,Nyamasheke,Unemployed,Primary,840000,Yes,Yes,2000-04-10
STU023564,Female,Burera,Student,Primary,770000,Yes,Yes,1994-11-30
STU005308,Male,Rutsiro,Student,Secondary,430000,Yes,Yes,1996-02-16
STU008038,Male,Huye,Employed,Secondary,420000,No,No,1999-06-02
STU018517,Male,Nyaruguru,Student,Secondary,650000,No,Yes,1997-09-24
STU010823,Male,Nyaruguru,Self-employed,Secondary,,Yes,Yes,1996-03-23
STU043729,Female,Nyamasheke,Unemployed,University,20000,Yes,Yes,1992-02-15
STU042235,Male,Nyamasheke,Student,Primary,570000,Yes,No,1996-07-28
STU026769,Male,Rusizi,Unemployed,Primary,260000,Yes,Yes,2004-02-11
STU045393,Female,Rwamagana,Unemployed,Secondary,360000,Yes,Yes,1991-01-27
STU001122,Female,Kicukiro,Employed,Primary,140000,Yes,Yes,2002-03-16
STU045562,Male,Muhanga,Employed,Primary,640000,Yes,No,2004-02-10
STU036120,Male,Rubavu,Unemployed,Secondary,230000,Yes,Yes,2007-05-29
STU034985,Female,Huye,Unemployed,Secondary,690000,Yes,Yes,1996-03-30
STU001172,Male,Gasabo,Student,None,320000,Yes,No,1996-10-10
STU023911,Female,Rusizi,Unemployed,University,,Yes,Yes,1998-10-07
STU031479,Male,Gakenke,Student,Primary,150000,Yes,Yes,2003-01-10
STU003331,Female,Kamonyi,Employed,Secondary,650000,Yes,Yes,1996-07-14
STU006238,Female,Nyaruguru,Unemployed,Primary,230000,No,Yes,1994-01-23
STU008020,Female,Rutsiro,Employed,Secondary,,Yes,Yes,1993-09-02
STU040177,Female,Kicukiro,Student,Secondary,820000,Yes,Yes,1998-08-31
STU006912,Male,Kamonyi,Employed,University,,Yes,Yes,2003-05-18
STU036849,Male,Kicukiro,Unemployed,Secondary,740000,Yes,Yes,2005-06-01
STU025958,Male,Ngororero,Unemployed,Primary,,No,Yes,2004-10-11
STU013443,Male,Nyaruguru,Unemployed,Secondary,940000,Yes,No,2006-11-08
STU024454,Female,Rwamagana,Unemployed,Secondary,280000,Yes,Yes,1994-11-13
STU011750,Female,Rubavu,Unemployed,Primary,550000,Yes,Yes,1994-05-08
STU026423,Female,Karongi,Student,,420000,Yes,Yes,1997-10-24
STU021898,Male,Karongi,Student,Secondary,520000,Yes,No,2004-01-21
STU041978,Male,Huye,Student,Secondary,430000,Yes,Yes,2000-11-19
STU029025,Male,Musanze,Self-employed,Primary,760000,Yes,Yes,2006-12-18
STU022175,Female,Gicumbi,Unemployed,University,900000,Yes,No,2005-07-15
STU025114,Male,Nyarugenge,Student,Primary,380000,No,Yes,2007-02-23
STU007817,Female,Gicumbi,Unemployed,Primary,500000,No,Yes,2001-01-21
STU007914,Female,Rwamagana,Unemployed,Primary,940000,Yes,Yes,2006-10-22
STU035335,Male,Bugesera,Self-employed,Secondary,950000,Yes,No,1990-09-09
STU026057,Female,Gisagara,Self-employed,Secondary,780000,Yes,Yes,2000-06-30
STU009612,Female,Nyaruguru,Employed,Primary,820000,Yes,Yes,2000-03-23
STU048298,Male,Ngororero,Student,Primary,710000,Yes,Yes,1992-10-16
STU015362,Male,Nyabihu,Unemployed,Secondary,550000,No,No,1994-05-28
STU000933,Male,Nyarugenge,Student,Primary,260000,Yes,Yes,2002-09-28
STU029965,Female,Bugesera,Unemployed,Primary,450000,Yes,Yes,2005-11-24
STU013628,Female,Rulindo,Student,Secondary,650000,Yes,Yes,1999-10-08
STU030633,Male,Musanze,Student,Primary,,Yes,Yes,2000-03-19
STU045831,Female,Nyanza,Student,Secondary,200000,No,No,2003-04-09
STU040533,Male,Burera,Student,University,590000,Yes,Yes,2006-05-29
STU029437,Female,Ngoma,Student,Primary,720000,Yes,Yes,1993-06-28
STU008185,Male,Huye,Self-employed,Primary,100000,No,No,2000-11-03
STU034975,Male,Ngororero,Employed,Secondary,310000,Yes,Yes,2001-03-18
STU034574,Male,Gakenke,Student,Primary,830000,No,No,2000-09-20
STU013948,Female,Rusizi,Student,Secondary,620000,Yes,No,1993-07-17
STU026198,Male,Nyabihu,Student,Primary,930000,Yes,Yes,2005-12-10
STU041197,Female,Rwamagana,Employed,Secondary,770000,Yes,Yes,2003-01-13
STU047693,Female,Gakenke,Employed,Secondary,990000,Yes,Yes,2003-02-02
STU043744,Female,Ngororero,Self-employed,Primary,300000,No,Yes,1995-03-05
STU037091,Male,Gakenke,Student,University,230000,Yes,Yes,1996-11-16
STU045523,Female,Kayonza,Student,Secondary,890000,Yes,Yes,1996-06-30
STU014197,Male,Karongi,Employed,Secondary,790000,No,Yes,2006-05-06
STU019809,Female,Nyamasheke,Employed,None,790000,Yes,Yes,2005-04-28
STU045091,Male,Kamonyi,Unemployed,Primary,550000,Yes,Yes,2007-04-23
STU010361,Male,Karongi,Unemployed,Secondary,110000,Yes,No,2000-12-11
STU043227,Female,Nyamasheke,Employed,University,730000,No,Yes,1996-08-31
STU011691,Male,Kamonyi,Self-employed,Secondary,350000,Yes,Yes,1995-09-06
STU037272,Male,Gisagara,Employed,Secondary,470000,Yes,Yes,2007-03-30
STU026997,Male,Rwamagana,Self-employed,Secondary,820000,Yes,Yes,2004-10-04
STU007693,Male,Bugesera,Self-employed,Secondary,370000,No,No,2002-08-23
STU042622,Male,Nyarugenge,Employed,Secondary,90000,Yes,No,2000-11-07
STU016407,Female,Nyanza,Self-employed,Secondary,410000,Yes,Yes,1994-08-05
STU016047,Female,Bugesera,Student,Secondary,960000,Yes,Yes,2000-04-22
STU026885,Female,Nyabihu,Employed,Primary,460000,No,Yes,1997-04-24
STU011528,Male,Ngoma,Unemployed,Primary,680000,Yes,Yes,1996-02-18
STU011283,Male,Karongi,Student,,730000,No,Yes,1997-09-12
STU011144,Male,Burera,Unemployed,Secondary,330000,Yes,Yes,2001-11-15
STU017201,Female,Huye,Student,University,800000,No,Yes,2004-12-03
STU027601,Female,Gisagara,Unemployed,Secondary,970000,No,No,1992-05-17
STU015146,Male,Nyaruguru,Self-employed,University,850000,Yes,Yes,2003-08-22
STU035598,Female,Rutsiro,Employed,Secondary,110000,No,No,1993-07-20
STU006577,Male,Kayonza,Employed,Secondary,610000,Yes,Yes,1997-03-11
STU041323,Male,Muhanga,Self-employed,University,120000,Yes,Yes,1998-01-24
STU008745,Female,Nyanza,Student,Primary,260000,Yes,Yes,1994-10-02
STU022366,Female,Nyarugenge,Student,Secondary,80000,Yes,Yes,1992-10-22
STU035862,Female,Nyagatare,Employed,Secondary,670000,Yes,No,2000-10-31
STU039878,Male,Muhanga,Self-employed,Primary,720000,Yes,Yes,2004-08-04
STU000588,Female,Rubavu,Student,Primary,670000,No,No,2005-07-16
STU040916,Male,Gisagara,Employed,University,40000,No,Yes,2002-12-17
STU035086,Female,Rubavu,Student,Primary,1000000,Yes,Yes,1992-06-10
STU042316,Female,Nyanza,Employed,University,40000,No,Yes,2007-05-11
STU017936,Female,Gakenke,Self-employed,Secondary,40000,No,Yes,1995-03-11
STU038678,Male,Kayonza,Unemployed,Primary,840000,Yes,Yes,2006-05-08
STU015335,Male,Muhanga,Employed,Secondary,930000,Yes,Yes,2003-06-19
STU015212,Female,Bugesera,Unemployed,Secondary,430000,No,Yes,1996-08-16
STU001145,Male,Musanze,Student,,540000,Yes,Yes,2004-09-29
STU018859,Male,Rusizi,Self-employed,Primary,120000,Yes,Yes,1999-11-24
STU045757,Male,Rusizi,Unemployed,Secondary,710000,Yes,No,2006-04-23
STU008520,Male,Gisagara,Student,Primary,560000,Yes,Yes,1993-02-19
STU038001,Female,Nyamasheke,Student,Primary,720000,Yes,Yes,2005-12-25
STU011543,Female,Kicukiro,Employed,,300000,Yes,No,2007-03-20
STU044274,Female,Ngororero,Student,Primary,390000,Yes,Yes,1996-05-22
STU034905,Female,Rwamagana,Self-employed,University,730000,Yes,Yes,1997-04-29
STU014010,Male,Burera,Self-employed,Secondary,690000,No,Yes,1993-01-23
STU009501,Female,Nyagatare,Unemployed,Primary,800000,No,Yes,1991-10-24
STU002365,Male,Nyagatare,Student,University,530000,Yes,Yes,2006-05-06
STU029169,Female,Rubavu,Student,University,320000,No,Yes,2002-09-24
STU020001,Female,Rubavu,Unemployed,Primary,250000,Yes,Yes,1993-04-22
STU039070,Male,Bugesera,Unemployed,None,910000,Yes,Yes,2001-12-13
STU035138,Female,Burera,Self-employed,University,150000,Yes,Yes,2007-01-09
STU002443,Male,Nyagatare,Unemployed,University,970000,No,Yes,1996-04-24
STU009180,Male,Ngoma,Self-employed,University,160000,Yes,Yes,2004-03-29
STU044676,Female,Rusizi,Unemployed,Secondary,130000,Yes,Yes,2001-11-09
STU008386,Female,Rutsiro,Student,Secondary,820000,Yes,Yes,1992-05-04
STU033779,Female,Ngororero,Employed,Primary,350000,Yes,Yes,1996-07-12
STU039279,Female,Gasabo,Self-employed,University,250000,No,Yes,2000-06-26
STU041070,Female,Nyarugenge,Employed,Secondary,660000,Yes,No,2004-12-05
STU028716,Female,Rubavu,Unemployed,Primary,700000,Yes,No,2006-10-01
STU013560,Male,Gakenke,Employed,Secondary,640000,Yes,Yes,2000-02-18
STU047312,Female,Gicumbi,Employed,Primary,40000,Yes,Yes,1993-12-05
STU015808,Male,Kicukiro,Student,Secondary,910000,Yes,Yes,1993-11-28
STU041114,Female,Ngoma,Self-employed,None,350000,Yes,No,2005-11-18
STU028056,Female,Kicukiro,Student,University,530000,Yes,Yes,1999-12-31
STU045476,Male,Burera,Student,None,890000,Yes,Yes,1995-12-01
STU002193,Female,Rwamagana,Self-employed,Secondary,,Yes,Yes,2003-12-25
STU020101,Male,Rutsiro,Employed,Primary,160000,Yes,No,2004-09-25
STU044831,Male,Kicukiro,Unemployed,Primary,230000,Yes,No,1994-02-24
STU015999,Female,Gakenke,Student,Primary,,Yes,Yes,1994-06-16
STU010545,Male,Rulindo,Employed,None,540000,Yes,No,1994-02-07
